Ref_Date,GEO,CLS,CAPACITY,Vector,Coordinate,Value
2006,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,10172649.0
2007,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,10201700.0
2008,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,10290900.0
2009,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,10394600.0
2010,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,10762102.0
2011,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,11761202.0
2012,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,..
2013,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,11625502.0
2014,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,11616402.0
2015,British Columbia,"Electricity producer, public electric utilities",Hydraulic turbine,v53517941,11.2.2,12065902.0
2011,British Columbia,"Electricity producer, public electric utilities",Wind power turbine,v110824695,11.2.3,..
2012,British Columbia,"Electricity producer, public electric utilities",Wind power turbine,v110824695,11.2.3,..
2013,British Columbia,"Electricity producer, public electric utilities",Wind power turbine,v110824695,11.2.3,142200.0
2014,British Columbia,"Electricity producer, public electric utilities",Wind power turbine,v110824695,11.2.3,142200.0
2015,British Columbia,"Electricity producer, public electric utilities",Wind power turbine,v110824695,11.2.3,142200.0
2006,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,1115554.0
2007,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,1089051.0
2008,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,1087454.0
2009,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,1079625.0
2010,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,1079475.0
2011,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,75445.0
2012,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,..
2013,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,99045.0
2014,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,115927.0
2015,British Columbia,"Electricity producer, public electric utilities",Total thermal,v53517942,11.2.6,125212.0
2006,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,950000.0
2007,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,0.0
2008,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,..
2009,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,..
2010,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,..
2011,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,..
2012,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,..
2013,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,23000.0
2014,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,23000.0
2015,British Columbia,"Electricity producer, public electric utilities",Conventional steam turbine,v53517943,11.2.7,23000.0
2006,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,93000.0
2007,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,1043000.0
2008,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,1043000.0
2009,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,1043000.0
2010,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,1043000.0
2011,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,47000.0
2012,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,..
2013,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,47000.0
2014,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,45000.0
2015,British Columbia,"Electricity producer, public electric utilities",Combustion turbine,v53517944,11.2.9,45000.0
2006,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,72554.0
2007,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,46051.0
2008,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,44454.0
2009,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,36625.0
2010,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,36475.0
2011,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,28445.0
2012,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,..
2013,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,29045.0
2014,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,47927.0
2015,British Columbia,"Electricity producer, public electric utilities",Internal combustion turbine,v53517940,11.2.10,57212.0
2006,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,1225988.0
2007,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,1320218.0
2008,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,1303168.0
2009,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,1420138.0
2010,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,1397659.0
2011,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,918550.0
2012,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,..
2013,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,1823284.0
2014,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,1864784.0
2015,British Columbia,"Electricity producer, private electric utilities",Total installed capacity,v53517945,11.3.1,1830874.0
2006,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,851388.0
2007,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,943788.0
2008,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,926738.0
2009,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,948238.0
2010,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,924259.0
2011,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,396150.0
2012,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,..
2013,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,1041354.0
2014,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,1091354.0
2015,British Columbia,"Electricity producer, private electric utilities",Hydraulic turbine,v53517947,11.3.2,1057444.0
2007,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,0.0
2008,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,..
2009,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,104400.0
2010,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,105900.0
2011,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,154900.0
2012,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,..
2013,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,247500.0
2014,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,247500.0
2015,British Columbia,"Electricity producer, private electric utilities",Wind power turbine,v53517948,11.3.3,247500.0
2006,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,374600.0
2007,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,376430.0
2008,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,376430.0
2009,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,367500.0
2010,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,367500.0
2011,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,367500.0
2012,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,..
2013,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,534430.0
2014,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,525930.0
2015,British Columbia,"Electricity producer, private electric utilities",Total thermal,v53517949,11.3.6,525930.0
2006,British Columbia,"Electricity producer, private electric utilities",Conventional steam turbine,v53517950,11.3.7,184500.0
2007,British Columbia,"Electricity producer, private electric utilities",Conventional steam turbine,v53517950,11.3.7,184500.0
2008,British Columbia,"Electricity producer, private electric utilities",Conventional steam turbine,v53517950,11.3.7,184500.0
2009,British Columbia,"Electricity producer, private electric utilities",Conventional steam turbine,v53517950,11.3.7,184500.0
2010,British Columbia,"Electricity producer, private electric utilities",Conventional steam turbine,v53517950,11.3.7,184500.0
2011,British Columbia,"Electricity producer, private electric utilities",Conventional steam turbine,v53517950,11.3.7,184500.0
2012,British Columbia,"Electricity producer, private electric utilities",Conventional steam turbine,v53517950,11.3.7,..
2013,British Columbia,"Electricity producer, private electric utilities",Conventional steam turbine,v53517950,11.3.7,250500.0
